measurement_time,gadget_id,vibration_x,vibration_y,pressure,temperature,Unnamed: 10,Unnamed: 11,failure_time,time_to_fail,fail_in_1h,temperature_6h_std,pressure_6h_mean
2020-07-15 05:59:59.970000000,2,4,1,16.0,32.39692172684052,,,2020-07-15 07:11:50.319233260,0 days 01:11:50.349233260,0,3.3232341668383754,16.5
2020-07-15 06:59:59.965000000,2,8,9,15.0,35.642135998094396,,,2020-07-15 07:11:50.319233260,0 days 00:11:50.354233260,1,2.9592101702373528,16.0
2020-07-15 07:59:59.960000000,2,2,4,16.0,36.2965980319595,,,2020-07-15 19:38:38.808362980,0 days 11:38:38.848362980,0,4.775810354845035,15.666666666666666
2020-07-15 08:59:59.955000000,2,3,6,15.0,40.63762881343811,,,2020-07-15 19:38:38.808362980,0 days 10:38:38.853362980,0,2.790344128519627,14.0
2020-07-15 09:59:59.950000000,2,5,6,12.0,39.036612043993344,,,2020-07-15 19:38:38.808362980,0 days 09:38:38.858362980,0,5.072820886481951,15.333333333333334
2020-07-15 10:59:59.945000000,2,3,5,12.0,43.08358429311872,,,2020-07-15 19:38:38.808362980,0 days 08:38:38.863362980,0,3.6809182621051457,15.833333333333334
2020-07-15 11:59:59.940000000,2,8,4,16.0,44.70219764382866,,,2020-07-15 19:38:38.808362980,0 days 07:38:38.868362980,0,13.179040347973446,15.666666666666666
2020-07-15 12:59:59.935000000,2,6,1,17.0,41.84826431684026,,,2020-07-15 19:38:38.808362980,0 days 06:38:38.873362980,0,1.9180922368396616,16.166666666666668
2020-07-15 13:59:59.930000000,2,3,2,16.0,47.978616921831254,,,2020-07-15 19:38:38.808362980,0 days 05:38:38.878362980,0,4.947911733048044,16.166666666666668
2020-07-15 14:59:59.925000000,2,7,3,15.0,50.560237106960585,,,2020-07-15 19:38:38.808362980,0 days 04:38:38.883362980,0,4.48329398372272,16.666666666666668
2020-07-15 15:59:59.920000000,2,6,10,16.0,54.79041841895342,,,2020-07-15 19:38:38.808362980,0 days 03:38:38.888362980,0,10.779701557724197,14.333333333333334
2020-07-15 16:59:59.915000000,2,9,5,15.0,58.43243882566578,,,2020-07-15 19:38:38.808362980,0 days 02:38:38.893362980,0,1.764729848497476,15.5
2020-07-15 17:59:59.910000000,2,1,3,12.0,64.33785934096119,,,2020-07-15 19:38:38.808362980,0 days 01:38:38.898362980,0,3.6449059481350634,15.5
2020-07-15 18:59:59.905000000,2,7,8,12.0,70.53040690838282,,,2020-07-15 19:38:38.808362980,0 days 00:38:38.903362980,1,1.5508534659325026,15.166666666666666
2020-07-15 19:59:59.900000000,2,7,4,16.0,71.46432536601479,,,2020-07-15 21:48:52.587474180,0 days 01:48:52.687474180,0,11.729977309670412,14.0
2020-07-15 20:59:59.895000000,2,8,7,17.0,73.8780016562775,,,2020-07-15 21:48:52.587474180,0 days 00:48:52.692474180,1,4.040974513226872,13.166666666666666
2020-07-15 21:59:59.890000000,2,3,9,16.0,74.90774253905205,,,2020-07-15 22:31:40.749999520,0 days 00:31:40.859999520,1,2.945811819466958,15.166666666666666
2020-07-15 22:59:59.885000000,2,8,8,15.0,77.49526473130179,,,2020-07-15 23:07:47.843906840,0 days 00:07:47.958906840,1,3.3705273306713157,14.5
2020-07-15 23:59:59.880000000,2,8,6,16.0,76.18542850944546,,,2020-07-16 03:11:18.499258260,0 days 03:11:18.619258260,0,9.450434778281123,14.333333333333334
2020-07-16 00:59:59.875000000,2,6,1,15.0,74.84528449354438,,,2020-07-16 03:11:18.499258260,0 days 02:11:18.624258260,0,2.8385557475951075,15.333333333333334
2020-07-16 01:59:59.870000000,2,1,9,12.0,79.10806106946555,,,2020-07-16 03:11:18.499258260,0 days 01:11:18.629258260,0,3.5493381295570754,13.833333333333334
2020-07-16 02:59:59.865000000,2,6,9,12.0,24.9,,,2020-07-16 03:11:18.499258260,0 days 00:11:18.634258260,1,1.722204067980169,15.166666666666666
2020-07-16 03:59:59.860000000,2,7,4,16.0,31.072085156492253,,,2020-07-16 22:08:40.476121540,0 days 18:08:40.616121540,0,,
2020-07-16 04:59:59.855000000,2,7,5,17.0,35.99044858305177,,,2020-07-16 22:08:40.476121540,0 days 17:08:40.621121540,0,4.430662700727988,14.666666666666666
2020-07-16 05:59:59.850000000,2,6,3,16.0,39.82580217708879,,,2020-07-16 22:08:40.476121540,0 days 16:08:40.626121540,0,2.7340238713800833,14.666666666666666
2020-07-16 06:59:59.845000000,2,9,6,15.0,37.11799789915032,,,2020-07-16 22:08:40.476121540,0 days 15:08:40.631121540,0,7.036025141709699,14.666666666666666
2020-07-16 07:59:59.840000000,2,3,8,16.0,41.31954231589293,,,2020-07-16 22:08:40.476121540,0 days 14:08:40.636121540,0,23.285819136234622,14.666666666666666
2020-07-16 08:59:59.835000000,2,1,8,15.0,41.134526561202286,,,2020-07-16 22:08:40.476121540,0 days 13:08:40.641121540,0,17.56353134603607,14.666666666666666
2020-07-16 09:59:59.830000000,2,5,9,12.0,45.55950916055309,,,2020-07-16 22:08:40.476121540,0 days 12:08:40.646121540,0,6.38146613880393,14.333333333333334
2020-07-16 10:59:59.825000000,2,1,4,12.0,52.022163175425966,,,2020-07-16 22:08:40.476121540,0 days 11:08:40.651121540,0,2.5709096150118684,15.166666666666666
2020-07-16 11:59:59.820000000,2,7,5,16.0,55.25008717030745,,,2020-07-16 22:08:40.476121540,0 days 10:08:40.656121540,0,17.873468172136377,15.166666666666666
2020-07-16 12:59:59.815000000,2,4,6,17.0,60.01005819500616,,,2020-07-16 22:08:40.476121540,0 days 09:08:40.661121540,0,3.2057782525981033,15.333333333333334
2020-07-16 13:59:59.810000000,2,8,3,16.0,58.76449888282717,,,2020-07-16 22:08:40.476121540,0 days 08:08:40.666121540,0,5.562903712213389,14.666666666666666
2020-07-16 14:59:59.805000000,2,2,6,15.0,61.25532445340964,,,2020-07-16 22:08:40.476121540,0 days 07:08:40.671121540,0,3.2371829098246474,14.666666666666666
2020-07-16 15:59:59.800000000,2,9,1,16.0,60.93536491552349,,,2020-07-16 22:08:40.476121540,0 days 06:08:40.676121540,0,5.436542749972272,15.333333333333334
2020-07-16 16:59:59.795000000,2,6,7,15.0,64.58071150470033,,,2020-07-16 22:08:40.476121540,0 days 05:08:40.681121540,0,14.987563384010112,14.666666666666666
2020-07-16 17:59:59.790000000,2,5,10,12.0,66.11104224807285,,,2020-07-16 22:08:40.476121540,0 days 04:08:40.686121540,0,2.1642102513457733,14.666666666666666
2020-07-16 18:59:59.785000000,2,4,10,12.0,68.46455796814311,,,2020-07-16 22:08:40.476121540,0 days 03:08:40.691121540,0,3.424516529088736,15.166666666666666
2020-07-16 19:59:59.780000000,2,2,5,16.0,67.4323177706123,,,2020-07-16 22:08:40.476121540,0 days 02:08:40.696121540,0,2.484286917751182,15.833333333333334
2020-07-16 20:59:59.775000000,2,9,10,17.0,73.56720486578405,,,2020-07-16 22:08:40.476121540,0 days 01:08:40.701121540,0,2.2291153518637112,15.833333333333334
2020-07-16 21:59:59.770000000,2,6,8,16.0,23.0,,,2020-07-16 22:08:40.476121540,0 days 00:08:40.706121540,1,3.51751332367688,14.666666666666666
2020-07-16 22:59:59.765000000,2,1,1,15.0,24.839711990559696,,,2020-07-17 12:27:48.664915440,0 days 13:27:48.899915440,0,3.254726271842121,15.166666666666666
2020-07-16 23:59:59.760000000,2,8,2,16.0,27.00442982626771,,,2020-07-17 12:27:48.664915440,0 days 12:27:48.904915440,0,18.68327909777913,15.833333333333334
2020-07-17 00:59:59.755000000,2,2,3,15.0,26.865406395445433,,,2020-07-17 12:27:48.664915440,0 days 11:27:48.909915440,0,2.5102636802314486,15.333333333333334
2020-07-17 01:59:59.750000000,2,7,2,12.0,27.15454004856127,,,2020-07-17 12:27:48.664915440,0 days 10:27:48.914915440,0,4.783318337824836,15.833333333333334
2020-07-17 02:59:59.745000000,2,6,8,12.0,26.08360162809194,,,2020-07-17 12:27:48.664915440,0 days 09:27:48.919915440,0,3.706951626831115,14.666666666666666
2020-07-17 03:59:59.740000000,2,1,10,16.0,32.4631902886945,,,2020-07-17 12:27:48.664915440,0 days 08:27:48.924915440,0,5.836816328900497,14.333333333333334
2020-07-17 04:59:59.735000000,2,4,10,17.0,32.97422831319475,,,2020-07-17 12:27:48.664915440,0 days 07:27:48.929915440,0,4.888533236444699,15.333333333333334
2020-07-17 05:59:59.730000000,2,4,1,16.0,34.20062477661896,,,2020-07-17 12:27:48.664915440,0 days 06:27:48.934915440,0,2.0737162170520147,15.833333333333334
2020-07-17 06:59:59.725000000,2,3,2,15.0,34.326019495390575,,,2020-07-17 12:27:48.664915440,0 days 05:27:48.939915440,0,4.951734302103628,14.333333333333334
2020-07-17 07:59:59.720000000,2,9,7,16.0,36.286258904899285,,,2020-07-17 12:27:48.664915440,0 days 04:27:48.944915440,0,,
2020-07-17 08:59:59.715000000,2,6,10,15.0,42.731060800438755,,,2020-07-17 12:27:48.664915440,0 days 03:27:48.949915440,0,1.6529763301641427,15.666666666666666
2020-07-17 09:59:59.710000000,2,1,2,12.0,46.506091963201406,,,2020-07-17 12:27:48.664915440,0 days 02:27:48.954915440,0,3.03845378738751,14.666666666666666
2020-07-17 10:59:59.705000000,2,8,5,12.0,43.906313494882696,,,2020-07-17 12:27:48.664915440,0 days 01:27:48.959915440,0,3.467549538472377,12.666666666666666
2020-07-17 11:59:59.700000000,2,2,7,16.0,48.38463683751607,,,2020-07-17 12:27:48.664915440,0 days 00:27:48.964915440,1,2.244588484767501,14.833333333333334
2020-07-17 12:59:59.695000000,2,2,1,17.0,54.51756817689299,,,2020-07-17 15:11:51.398929200,0 days 02:11:51.703929200,0,29.585259930346623,15.333333333333334
2020-07-17 13:59:59.690000000,2,2,3,16.0,57.08944863167294,,,2020-07-17 15:11:51.398929200,0 days 01:11:51.708929200,0,3.4637919589195563,15.5
2020-07-17 14:59:59.685000000,2,9,8,15.0,60.466836158481094,,,2020-07-17 15:11:51.398929200,0 days 00:11:51.713929200,1,8.31759648121165,13.666666666666666
2020-07-17 15:59:59.680000000,2,7,5,16.0,60.552682029385025,,,2020-07-17 23:53:45.169746500,0 days 07:53:45.489746500,0,18.894900292350826,13.166666666666666
2020-07-17 16:59:59.675000000,2,8,2,15.0,60.5002217861393,,,2020-07-17 23:53:45.169746500,0 days 06:53:45.494746500,0,17.86071452746343,17.0
2020-07-17 17:59:59.670000000,2,7,10,12.0,59.10271985735067,,,2020-07-17 23:53:45.169746500,0 days 05:53:45.499746500,0,4.546112673269246,15.666666666666666
2020-07-17 18:59:59.665000000,2,6,7,12.0,57.35109681453928,,,2020-07-17 23:53:45.169746500,0 days 04:53:45.504746500,0,4.343642713645131,16.166666666666668
2020-07-17 19:59:59.660000000,2,1,5,16.0,55.0762074750033,,,2020-07-17 23:53:45.169746500,0 days 03:53:45.509746500,0,9.093246621397444,15.5
2020-07-17 20:59:59.655000000,2,3,8,17.0,61.46344814483241,,,2020-07-17 23:53:45.169746500,0 days 02:53:45.514746500,0,2.8619775471044973,15.166666666666666
2020-07-17 21:59:59.650000000,2,7,8,16.0,65.35171597978591,,,2020-07-17 23:53:45.169746500,0 days 01:53:45.519746500,0,6.102874737042911,16.333333333333332
2020-07-17 22:59:59.645000000,2,7,10,15.0,68.54421115907138,,,2020-07-17 23:53:45.169746500,0 days 00:53:45.524746500,1,5.227592495690518,14.833333333333334
2020-07-17 23:59:59.640000000,2,3,9,16.0,69.63812413427118,,,2020-07-18 03:20:53.380140180,0 days 03:20:53.740140180,0,1.3289944638143485,14.0
2020-07-18 00:59:59.635000000,2,5,3,15.0,73.10370216205271,,,2020-07-18 03:20:53.380140180,0 days 02:20:53.745140180,0,25.119548905311866,13.833333333333334
2020-07-18 01:59:59.630000000,2,4,2,12.0,29.1,,,2020-07-18 03:20:53.380140180,0 days 01:20:53.750140180,0,3.768599023769733,14.833333333333334
2020-07-18 02:59:59.625000000,2,5,9,12.0,31.532445996997108,,,2020-07-18 03:20:53.380140180,0 days 00:20:53.755140180,1,5.50290252851935,14.833333333333334
2020-07-18 03:59:59.620000000,2,8,8,16.0,33.50090590254115,,,2020-07-18 04:06:55.092984880,0 days 00:06:55.472984880,1,7.200606743932293,15.166666666666666
2020-07-18 04:59:59.615000000,2,3,2,17.0,35.863837454409214,,,2020-07-18 20:06:28.125868280,0 days 15:06:28.510868280,0,2.9661553740610396,14.0
2020-07-18 05:59:59.610000000,2,6,1,16.0,38.436197408149326,,,2020-07-18 20:06:28.125868280,0 days 14:06:28.515868280,0,3.531014600044283,15.5
2020-07-18 06:59:59.605000000,2,8,4,15.0,37.99484819231943,,,2020-07-18 20:06:28.125868280,0 days 13:06:28.520868280,0,3.479826830591393,15.833333333333334
2020-07-18 07:59:59.600000000,2,1,8,16.0,39.89786501048728,,,2020-07-18 20:06:28.125868280,0 days 12:06:28.525868280,0,3.7417520177423773,15.666666666666666
2020-07-18 08:59:59.595000000,2,8,10,15.0,39.88954077445796,,,2020-07-18 20:06:28.125868280,0 days 11:06:28.530868280,0,38.07833856661356,15.0
2020-07-18 09:59:59.590000000,2,7,1,12.0,38.51832012458897,,,2020-07-18 20:06:28.125868280,0 days 10:06:28.535868280,0,1.4175312999156118,15.5
2020-07-18 10:59:59.585000000,2,9,5,12.0,39.11586487029202,,,2020-07-18 20:06:28.125868280,0 days 09:06:28.540868280,0,0.6556674091617904,15.666666666666666
2020-07-18 11:59:59.580000000,2,7,6,16.0,41.39441117576119,,,2020-07-18 20:06:28.125868280,0 days 08:06:28.545868280,0,,
2020-07-18 12:59:59.575000000,2,6,3,17.0,41.930025043980415,,,2020-07-18 20:06:28.125868280,0 days 07:06:28.550868280,0,3.2736551996902463,15.0
2020-07-18 13:59:59.570000000,2,8,8,16.0,40.10212696834985,,,2020-07-18 20:06:28.125868280,0 days 06:06:28.555868280,0,4.493202851202387,14.916666666666666
2020-07-18 14:59:59.565000000,2,7,1,15.0,45.07066720282281,,,2020-07-18 20:06:28.125868280,0 days 05:06:28.560868280,0,5.2463818316071675,14.75
2020-07-18 15:59:59.560000000,2,1,9,16.0,45.15590270529584,,,2020-07-18 20:06:28.125868280,0 days 04:06:28.565868280,0,1.7084054166324307,14.916666666666666
2020-07-18 16:59:59.555000000,2,7,1,15.0,50.17148029581112,,,2020-07-18 20:06:28.125868280,0 days 03:06:28.570868280,0,2.9349306831685857,14.833333333333334
2020-07-18 17:59:59.550000000,2,7,7,12.0,48.200429511093425,,,2020-07-18 20:06:28.125868280,0 days 02:06:28.575868280,0,2.2862015059517464,14.916666666666666
2020-07-18 18:59:59.545000000,2,7,6,12.0,51.82806984687232,,,2020-07-18 20:06:28.125868280,0 days 01:06:28.580868280,0,3.0861393449156727,15.0
2020-07-18 19:59:59.540000000,2,4,9,16.0,21.4,,,2020-07-18 20:06:28.125868280,0 days 00:06:28.585868280,1,1.8965219675427825,14.916666666666666
2020-07-18 20:59:59.535000000,2,2,1,17.0,27.119219990224195,,,2020-07-19 14:05:50.513443500,0 days 17:05:50.978443500,0,4.1997234194041635,15.166666666666666
2020-07-18 21:59:59.530000000,2,2,6,16.0,28.945649123997363,,,2020-07-19 14:05:50.513443500,0 days 16:05:50.983443500,0,3.0942660706086436,15.083333333333334
2020-07-18 22:59:59.525000000,2,2,2,15.0,26.879835436667037,,,2020-07-19 14:05:50.513443500,0 days 15:05:50.988443500,0,5.195803371282879,14.833333333333334
2020-07-18 23:59:59.520000000,2,6,8,16.0,25.320740524374198,,,2020-07-19 14:05:50.513443500,0 days 14:05:50.993443500,0,6.555433670432621,15.166666666666666
2020-07-19 00:59:59.515000000,2,5,6,15.0,23.551290948364784,,,2020-07-19 14:05:50.513443500,0 days 13:05:50.998443500,0,2.923164066267354,14.75
2020-07-19 01:59:59.510000000,2,7,4,12.0,27.23775077951475,,,2020-07-19 14:05:50.513443500,0 days 12:05:51.003443500,0,1.3086550670677843,14.916666666666666
2020-07-19 02:59:59.505000000,2,1,5,12.0,27.43167822612862,,,2020-07-19 14:05:50.513443500,0 days 11:05:51.008443500,0,1.634868313776723,14.75
2020-07-19 03:59:59.505000000,2,1,9,16.0,25.620104913667326,,,2020-07-19 14:05:50.513443500,0 days 10:05:51.008443500,0,5.802869653303644,15.166666666666666
2020-07-19 04:59:59.505000000,2,5,6,17.0,28.469230523689326,,,2020-07-19 14:05:50.513443500,0 days 09:05:51.008443500,0,2.6153068001574717,15.0
2020-07-19 05:59:59.505000000,2,1,8,16.0,26.15863322009329,,,2020-07-19 14:05:50.513443500,0 days 08:05:51.008443500,0,4.105822197313258,14.916666666666666
2020-07-19 06:59:59.505000000,2,7,10,15.0,29.107387293318947,,,2020-07-19 14:05:50.513443500,0 days 07:05:51.008443500,0,4.395760616287187,15.0
2020-07-19 07:59:59.505000000,2,5,6,16.0,30.540147462812854,,,2020-07-19 14:05:50.513443500,0 days 06:05:51.008443500,0,5.88044374779345,14.916666666666666
2020-07-19 08:59:59.505000000,2,5,3,15.0,31.90784859686584,,,2020-07-19 14:05:50.513443500,0 days 05:05:51.008443500,0,3.3707354244811087,15.166666666666666
2020-07-19 09:59:59.505000000,2,4,10,12.0,36.54429969157318,,,2020-07-19 14:05:50.513443500,0 days 04:05:51.008443500,0,3.746088760555114,15.166666666666666
2020-07-19 10:59:59.505000000,2,1,1,12.0,35.70192807329028,,,2020-07-19 14:05:50.513443500,0 days 03:05:51.008443500,0,5.0615311250434365,15.166666666666666
2020-07-19 11:59:59.505000000,2,2,3,16.0,35.681237786847284,,,2020-07-19 14:05:50.513443500,0 days 02:05:51.008443500,0,4.0034281455976855,14.916666666666666
2020-07-19 12:59:59.505000000,2,6,2,17.0,41.48222427913904,,,2020-07-19 14:05:50.513443500,0 days 01:05:51.008443500,0,3.942225891692682,14.75
2020-07-19 13:59:59.505000000,2,1,10,16.0,45.893067395584815,,,2020-07-19 14:05:50.513443500,0 days 00:05:51.008443500,1,5.230000446262233,14.916666666666666
2020-07-19 14:59:59.505000000,2,2,10,15.0,46.616511163441935,,,2020-07-19 15:11:15.748347120,0 days 00:11:16.243347120,1,3.2678310486694992,15.0
2020-07-19 15:59:59.505000000,2,6,1,16.0,46.24517242927949,,,2020-07-19 19:19:58.513115340,0 days 03:19:59.008115340,0,,
2020-07-19 16:59:59.505000000,2,3,1,15.0,46.316605821893425,,,2020-07-19 19:19:58.513115340,0 days 02:19:59.008115340,0,3.174938258399674e-06,14.75
2020-07-19 17:59:59.505000000,2,1,7,12.0,52.65696852463161,,,2020-07-19 19:19:58.513115340,0 days 01:19:59.008115340,0,3.174938258399674e-06,15.083333333333334
2020-07-19 18:59:59.505000000,2,2,9,12.0,58.0994428261516,,,2020-07-19 19:19:58.513115340,0 days 00:19:59.008115340,1,3.174938258399674e-06,15.0
2020-07-19 19:59:59.505000000,2,6,2,16.0,62.68851167317236,,,2020-07-19 21:29:40.370050860,0 days 01:29:40.865050860,0,3.174938258399674e-06,14.916666666666666
2020-07-19 20:59:59.505000000,2,6,9,17.0,64.624758459203,,,2020-07-19 21:29:40.370050860,0 days 00:29:40.865050860,1,3.174938258399674e-06,15.0
2020-07-19 21:59:59.505000000,2,4,6,16.0,70.57524765126676,,,2020-07-19 23:35:47.700994080,0 days 01:35:48.195994080,0,3.174938258399674e-06,15.083333333333334
2020-07-19 22:59:59.505000000,2,3,7,15.0,75.82993546797474,,,2020-07-19 23:35:47.700994080,0 days 00:35:48.195994080,1,3.174938258399674e-06,15.0
2020-07-19 23:59:59.505000000,2,7,5,16.0,81.03344270923813,,,2020-07-20 04:03:52.510593900,0 days 04:03:53.005593900,0,3.174938258399674e-06,14.916666666666666
2020-07-20 00:59:59.505000000,2,9,7,15.0,23.7,,,2020-07-20 04:03:52.510593900,0 days 03:03:53.005593900,0,3.174938258399674e-06,15.166666666666666
2020-07-20 01:59:59.505000000,2,8,1,12.0,27.68848369547503,,,2020-07-20 04:03:52.510593900,0 days 02:03:53.005593900,0,3.174938258399674e-06,14.916666666666666
2020-07-20 02:59:59.505000000,2,4,3,12.0,26.302173635187263,,,2020-07-20 04:03:52.510593900,0 days 01:03:53.005593900,0,3.174938258399674e-06,14.75
2020-07-20 03:59:59.505000000,2,3,10,16.0,28.13868972255648,,,2020-07-20 04:03:52.510593900,0 days 00:03:53.005593900,1,3.174938258399674e-06,14.916666666666666
2020-07-20 04:59:59.505000000,2,5,5,17.0,31.67656367045397,,,2020-07-20 19:07:35.609994000,0 days 14:07:36.104994,0,3.174938258399674e-06,15.0
2020-07-20 05:59:59.505000000,2,9,2,16.0,28.693523746211444,,,2020-07-20 19:07:35.609994000,0 days 13:07:36.104994,0,3.174938258399674e-06,14.916666666666666
2020-07-20 06:59:59.505000000,2,2,3,15.0,29.14495485854212,,,2020-07-20 19:07:35.609994000,0 days 12:07:36.104994,0,3.174938258399674e-06,15.166666666666666
2020-07-20 07:59:59.505000000,2,4,6,16.0,34.013538513749964,,,2020-07-20 19:07:35.609994000,0 days 11:07:36.104994,0,3.174938258399674e-06,14.916666666666666
2020-07-20 08:59:59.505000000,2,8,9,15.0,31.669858382914057,,,2020-07-20 19:07:35.609994000,0 days 10:07:36.104994,0,3.174938258399674e-06,15.0
2020-07-20 09:59:59.505000000,2,6,2,12.0,34.04234340611609,,,2020-07-20 19:07:35.609994000,0 days 09:07:36.104994,0,3.174938258399674e-06,14.916666666666666
2020-07-20 10:59:59.505000000,2,3,3,12.0,33.35583623789622,,,2020-07-20 19:07:35.609994000,0 days 08:07:36.104994,0,3.174938258399674e-06,15.166666666666666
2020-07-20 11:59:59.505000000,2,7,4,16.0,31.472432204047124,,,2020-07-20 19:07:35.609994000,0 days 07:07:36.104994,0,3.174938258399674e-06,14.75
2020-07-20 12:59:59.505000000,2,3,6,17.0,28.8482824216617,,,2020-07-20 19:07:35.609994000,0 days 06:07:36.104994,0,3.174938258399674e-06,14.75
2020-07-20 13:59:59.505000000,2,7,1,16.0,30.204720571993537,,,2020-07-20 19:07:35.609994000,0 days 05:07:36.104994,0,3.174938258399674e-06,15.166666666666666
2020-07-20 14:59:59.505000000,2,7,4,15.0,34.06411910980547,,,2020-07-20 19:07:35.609994000,0 days 04:07:36.104994,0,3.174938258399674e-06,15.166666666666666
2020-07-20 15:59:59.505000000,2,2,3,16.0,40.644738596720345,,,2020-07-20 19:07:35.609994000,0 days 03:07:36.104994,0,3.174938258399674e-06,15.166666666666666
2020-07-20 16:59:59.505000000,2,3,6,15.0,40.81862267129294,,,2020-07-20 19:07:35.609994000,0 days 02:07:36.104994,0,3.174938258399674e-06,15.166666666666666
2020-07-20 17:59:59.505000000,2,2,4,12.0,46.41360025188143,,,2020-07-20 19:07:35.609994000,0 days 01:07:36.104994,0,3.174938258399674e-06,14.916666666666666
2020-07-20 18:59:59.505000000,2,2,10,12.0,49.52154717462383,,,2020-07-20 19:07:35.609994000,0 days 00:07:36.104994,1,3.174938258399674e-06,14.75
2020-07-20 19:59:59.505000000,2,7,2,16.0,52.50366446741018,,,2020-07-20 21:42:44.961931200,0 days 01:42:45.456931200,0,,
2020-07-20 20:59:59.505000000,2,2,10,17.0,50.28241621854148,,,2020-07-20 21:42:44.961931200,0 days 00:42:45.456931200,1,3.174938258399674e-06,15.0
2020-07-20 21:59:59.505000000,2,6,4,16.0,48.75289991230855,,,2020-07-21 11:35:54.944414580,0 days 13:35:55.439414580,0,3.174938258399674e-06,14.75
2020-07-20 22:59:59.505000000,2,6,5,15.0,46.503255985532675,,,2020-07-21 11:35:54.944414580,0 days 12:35:55.439414580,0,3.174938258399674e-06,15.0
2020-07-20 23:59:59.505000000,2,4,2,16.0,52.53570168636573,,,2020-07-21 11:35:54.944414580,0 days 11:35:55.439414580,0,3.174938258399674e-06,15.083333333333334
2020-07-21 00:59:59.505000000,2,7,2,15.0,58.98107244649583,,,2020-07-21 11:35:54.944414580,0 days 10:35:55.439414580,0,3.174938258399674e-06,14.75
2020-07-21 01:59:59.505000000,2,5,9,12.0,57.1258294246931,,,2020-07-21 11:35:54.944414580,0 days 09:35:55.439414580,0,3.174938258399674e-06,14.916666666666666
2020-07-21 02:59:59.505000000,2,9,6,12.0,63.25236098553128,,,2020-07-21 11:35:54.944414580,0 days 08:35:55.439414580,0,3.174938258399674e-06,15.0
2020-07-21 03:59:59.505000000,2,9,6,16.0,65.47660378374458,,,2020-07-21 11:35:54.944414580,0 days 07:35:55.439414580,0,3.174938258399674e-06,14.916666666666666
2020-07-21 04:59:59.505000000,2,2,3,17.0,70.16188955717138,,,2020-07-21 11:35:54.944414580,0 days 06:35:55.439414580,0,3.174938258399674e-06,15.0
2020-07-21 05:59:59.505000000,2,9,3,16.0,70.76399890216987,,,2020-07-21 11:35:54.944414580,0 days 05:35:55.439414580,0,3.174938258399674e-06,14.75
2020-07-21 06:59:59.505000000,2,3,3,15.0,73.11715419569839,,,2020-07-21 11:35:54.944414580,0 days 04:35:55.439414580,0,3.174938258399674e-06,14.833333333333334
2020-07-21 07:59:59.505000000,2,2,10,16.0,78.19911113075362,,,2020-07-21 11:35:54.944414580,0 days 03:35:55.439414580,0,3.174938258399674e-06,14.75
2020-07-21 08:59:59.505000000,2,5,1,15.0,83.57377643797989,,,2020-07-21 11:35:54.944414580,0 days 02:35:55.439414580,0,3.174938258399674e-06,14.75
2020-07-21 09:59:59.505000000,2,4,8,12.0,23.1,,,2020-07-21 11:35:54.944414580,0 days 01:35:55.439414580,0,3.174938258399674e-06,15.083333333333334
2020-07-21 10:59:59.505000000,2,7,8,12.0,23.020588359075017,,,2020-07-21 11:35:54.944414580,0 days 00:35:55.439414580,1,3.174938258399674e-06,15.0
2020-07-21 11:59:59.505000000,2,1,5,16.0,20.521411042609547,,,2020-07-21 19:52:01.522438500,0 days 07:52:02.017438500,0,3.174938258399674e-06,14.916666666666666
2020-07-21 12:59:59.505000000,2,3,3,17.0,21.0904934871361,,,2020-07-21 19:52:01.522438500,0 days 06:52:02.017438500,0,3.174938258399674e-06,14.75
2020-07-21 13:59:59.505000000,2,9,6,16.0,18.3644240567354,,,2020-07-21 19:52:01.522438500,0 days 05:52:02.017438500,0,3.174938258399674e-06,15.083333333333334
2020-07-21 14:59:59.505000000,2,5,2,15.0,19.688540223440466,,,2020-07-21 19:52:01.522438500,0 days 04:52:02.017438500,0,3.174938258399674e-06,15.0
2020-07-21 15:59:59.505000000,2,3,3,16.0,19.101851554141035,,,2020-07-21 19:52:01.522438500,0 days 03:52:02.017438500,0,3.174938258399674e-06,14.916666666666666
2020-07-21 16:59:59.505000000,2,6,2,15.0,24.781205337611,,,2020-07-21 19:52:01.522438500,0 days 02:52:02.017438500,0,3.174938258399674e-06,14.833333333333334
2020-07-21 17:59:59.505000000,2,3,10,12.0,31.27584870920456,,,2020-07-21 19:52:01.522438500,0 days 01:52:02.017438500,0,3.174938258399674e-06,14.916666666666666
2020-07-21 18:59:59.505000000,2,2,8,12.0,28.484831848764955,,,2020-07-21 19:52:01.522438500,0 days 00:52:02.017438500,1,3.174938258399674e-06,15.0
2020-07-21 19:59:59.505000000,2,9,8,16.0,35.431066277872574,,,2020-07-21 20:05:33.261016380,0 days 00:05:33.756016380,1,3.174938258399674e-06,15.083333333333334
2020-07-21 20:59:59.505000000,2,3,3,17.0,40.41300392033784,,,2020-07-21 22:05:37.296131340,0 days 01:05:37.791131340,0,3.174938258399674e-06,14.75
2020-07-21 21:59:59.505000000,2,6,10,16.0,43.304178314511034,,,2020-07-21 22:05:37.296131340,0 days 00:05:37.791131340,1,3.174938258399674e-06,15.166666666666666
2020-07-21 22:59:59.505000000,2,2,4,15.0,42.22138569520514,,,,,0,3.174938258399674e-06,14.5
2020-07-15 00:00:00.000000000,3,3,8,11.0,40.42774044932899,,,2020-07-15 09:33:48.330967860,0 days 09:33:48.330967860,0,,
